shopid;orderid;buyerid;itemid;gmv;order_time
2174;1045186;3893;3717580;49.0;30/12/2020
2405;1045190;3741;1593153;11.0;22/04/2020
2170;1045196;4473;8095113;20.0;17/06/2020
2855;1045205;1135;3044294;39.0;29/12/2020
2983;1045212;3851;4878052;92.0;28/01/2020
2960;1045216;2451;2717769;1.0;17/12/2020
2220;1045219;4940;7938873;30.0;01/08/2020
2281;1045226;2492;5741611;13.0;28/01/2020
2326;1045236;4938;1634620;16.0;18/10/2020
2515;1045240;1179;7121582;56.0;29/03/2020
2284;1045242;1714;5832239;7.0;10/10/2020
2254;1045243;2097;8077202;57.0;13/05/2020
2812;1045246;2363;1737289;32.0;06/05/2020
2624;1045247;2753;8255167;18.0;08/10/2020
2292;1045253;4149;6375712;91.0;21/07/2020
2863;1045263;2880;5710044;13.0;15/02/2020
2224;1045268;4932;2570672;20.0;11/03/2020
2602;1045270;4861;7439346;55.0;05/09/2020
2135;1045280;4698;5334941;19.0;04/12/2020
2703;1045285;1541;5183031;49.0;02/08/2020
2156;1045294;4761;8286534;5.0;16/10/2020
2771;1045301;3781;7863243;46.0;24/12/2020
2255;1045308;2151;4222255;84.0;17/04/2020
2180;1045314;3559;3399482;3.0;25/10/2020
2631;1045318;1869;5558394;77.0;26/02/2020
2138;1045328;2345;4018348;99.0;16/05/2020
2421;1045332;1824;2365884;49.0;13/09/2020
2707;1045338;3200;8959399;57.0;01/08/2020
2658;1045346;2756;8638727;84.0;12/08/2020
2645;1045347;3494;1440352;12.0;23/06/2020
2021;1045355;1503;4009473;12.0;02/12/2020
2198;1045363;3791;4912644;52.0;07/02/2020
2566;1045373;3817;4099829;70.0;09/06/2020
2647;1045379;1235;6145898;33.0;23/11/2020
2828;1045388;1645;2170430;10.0;28/07/2020
2450;1045392;3353;7846608;95.0;24/02/2020
2351;1045399;2455;2232458;76.0;01/01/2020
2170;1045405;1542;8165446;27.0;27/05/2020
2004;1045407;2050;1379003;82.0;23/04/2020
2624;1045411;1295;3175686;96.0;11/02/2020
2004;1045412;2390;5355250;19.0;21/09/2020
2576;1045421;2235;1388381;56.0;22/12/2020
2232;1045431;1894;5630049;11.0;06/05/2020
2132;1045438;3910;2482491;76.0;06/07/2020
2111;1045444;3317;6255480;34.0;27/06/2020
2273;1045454;2870;6772780;10.0;02/08/2020
2539;1045456;3248;5579888;87.0;19/11/2020
2345;1045465;3522;6687728;58.0;19/07/2020
2169;1045474;3669;4787941;42.0;13/10/2020
2631;1045484;2537;5632105;89.0;22/09/2020
2504;1045494;4488;1808588;65.0;11/03/2020
2210;1045496;2787;2708120;48.0;16/02/2020
2626;1045497;3654;1832695;99.0;09/12/2020
2363;1045504;3978;3720813;23.0;27/11/2020
2780;1045514;1967;3330807;8.0;15/05/2020
2495;1045520;1171;9031534;6.0;14/11/2020
2503;1045528;2682;5268009;1.0;20/04/2020
2293;1045530;3509;1438285;83.0;07/11/2020
2529;1045535;3739;3477013;38.0;31/07/2020
2611;1045539;1445;1429486;94.0;17/12/2020
2545;1045546;4891;7086734;70.0;29/06/2020
2137;1045547;1891;5039028;98.0;28/02/2020
2651;1045549;4642;7836887;22.0;14/08/2020
2979;1045555;2798;4276823;88.0;24/06/2020
2177;1045565;3706;6725270;72.0;14/11/2020
2915;1045570;1872;7755862;47.0;29/12/2020
2564;1045575;4801;3883335;68.0;23/09/2020
2045;1045579;4734;1561243;27.0;09/03/2020
2488;1045580;2054;2039776;7.0;18/07/2020
2094;1045590;3198;5736810;34.0;20/10/2020
2971;1045592;2818;5046756;3.0;14/05/2020
2971;1045598;3185;2893308;26.0;13/11/2020
2675;1045601;2445;8704348;37.0;25/05/2020
2333;1045604;4326;2348896;82.0;13/07/2020
2565;1045606;2447;8376891;88.0;06/03/2020
2266;1045614;2530;8082311;41.0;28/04/2020
2575;1045615;2055;5186737;46.0;30/10/2020
2228;1045624;2476;2621002;16.0;08/10/2020
2437;1045629;1244;5512282;99.0;13/10/2020
2387;1045637;4599;8650864;35.0;01/07/2020
2625;1045645;3409;6523853;48.0;15/10/2020
2811;1045651;3126;6809527;42.0;02/07/2020
2810;1045655;4675;8728301;91.0;29/11/2020
2564;1045661;2136;3816323;13.0;14/01/2020
2055;1045665;4186;6183221;90.0;28/01/2020
2690;1045666;3552;6930591;23.0;10/06/2020
2522;1045676;3854;1502867;43.0;16/02/2020
2480;1045685;1245;4910042;85.0;20/02/2020
2328;1045688;2251;8136586;21.0;19/04/2020
2503;1045697;4270;3195145;74.0;14/03/2020
2215;1045702;3829;7196983;63.0;09/05/2020
2390;1045711;2927;5135350;95.0;18/04/2020
2587;1045716;2240;6714880;18.0;12/11/2020
2080;1045726;4949;1890947;23.0;11/07/2020
2945;1045734;3000;5411367;55.0;14/08/2020
2622;1045740;2985;3201330;61.0;06/03/2020
2473;1045742;1586;2174979;74.0;19/06/2020
2699;1045750;4020;8478916;21.0;05/02/2020
2448;1045753;1745;3205821;34.0;12/03/2020
2404;1045759;1712;5310137;6.0;12/06/2020
2672;1045764;2897;4061657;7.0;02/04/2020
2986;1045765;4451;2980245;29.0;14/12/2020
2409;1045775;1727;8026963;13.0;21/01/2020
2387;1045777;4289;2395029;61.0;04/03/2020
2772;1045779;3368;6554167;80.0;21/08/2020
2243;1045783;2530;7958807;95.0;21/06/2020
2832;1045786;2769;5724630;46.0;22/10/2020
2869;1045794;3910;1889045;81.0;21/03/2020
2547;1045796;4845;3962093;21.0;22/11/2020
2771;1045797;2419;8298707;76.0;10/06/2020
2838;1045803;4831;2676398;13.0;16/08/2020
2450;1045805;4304;2141249;56.0;30/05/2020
2252;1045809;3059;6319339;19.0;24/11/2020
2878;1045810;1361;8508791;60.0;14/01/2020
2299;1045811;3058;6813208;65.0;20/04/2020
2654;1045815;3931;9208718;63.0;19/10/2020
2859;1045821;1861;5330693;49.0;02/10/2020
2596;1045827;2359;1348358;40.0;26/09/2020
2275;1045831;1434;1868214;35.0;08/06/2020
2421;1045832;1948;2051551;70.0;14/02/2020
2634;1045839;1267;4660676;31.0;07/09/2020
2067;1045848;1067;4735201;29.0;31/08/2020
2630;1045850;1544;8594360;80.0;15/01/2020
2499;1045853;3751;1949135;95.0;08/10/2020
2659;1045859;3115;5956087;3.0;26/09/2020
2533;1045866;2869;6436947;68.0;23/10/2020
2154;1045870;3346;4925513;16.0;26/05/2020
2037;1045877;1498;6917727;95.0;17/06/2020
2698;1045879;4920;4301769;99.0;26/03/2020
2118;1045880;1929;8483817;76.0;06/11/2020
2167;1045889;1343;8063544;93.0;28/10/2020
2375;1045893;2781;9326849;69.0;21/11/2020
2058;1045901;2810;6825505;22.0;26/05/2020
2718;1045906;3185;7226441;20.0;16/08/2020
2284;1045911;1868;8615375;7.0;01/03/2020
2664;1045913;1591;3551177;97.0;16/08/2020
2105;1045916;3455;6593567;88.0;05/04/2020
2819;1045919;4607;8110108;15.0;28/05/2020
2977;1045925;2784;5875247;47.0;04/10/2020
2594;1045932;1182;5808480;48.0;25/12/2020
2658;1045942;1829;3906825;11.0;26/08/2020
2964;1045950;1603;1927246;77.0;20/12/2020
2299;1045957;1155;4257580;81.0;26/09/2020
2189;1045966;2799;7533131;95.0;07/11/2020
2327;1045974;1070;3135446;20.0;04/07/2020
2206;1045979;3675;6849183;39.0;29/10/2020
2552;1045988;4964;3974302;29.0;12/07/2020
2761;1045989;2379;3159318;43.0;23/10/2020
2745;1045990;1919;5447348;32.0;27/03/2020
2973;1045996;3410;3161843;99.0;18/07/2020
2171;1045998;3568;7595955;59.0;23/12/2020
2758;1046004;3323;3178284;63.0;06/05/2020
2289;1046005;1062;3932080;46.0;27/10/2020
2710;1046007;2537;8621018;23.0;09/05/2020
2194;1046017;2629;3772556;20.0;17/02/2020
2556;1046027;1997;4067421;18.0;11/01/2020
2765;1046030;2399;8560492;93.0;08/09/2020
2621;1046037;1271;9276652;58.0;09/10/2020
2643;1046044;4140;2241894;69.0;04/03/2020
2565;1046052;4058;4519819;23.0;05/06/2020
2767;1046057;3620;3192515;65.0;11/11/2020
2036;1046066;1107;5320323;42.0;05/05/2020
2147;1046071;2103;8756651;54.0;21/07/2020
2524;1046076;4514;3122910;51.0;16/01/2020
2147;1046086;1625;3000574;31.0;02/11/2020
2397;1046095;2836;8472698;68.0;15/08/2020
2832;1046096;2633;8275401;20.0;04/05/2020
2759;1046106;4918;1768479;17.0;30/10/2020
2923;1046115;4747;6932084;49.0;15/11/2020
2190;1046125;1542;2103490;40.0;03/02/2020
2604;1046130;4634;4865411;81.0;28/08/2020
2955;1046134;2130;8128339;25.0;26/12/2020
2395;1046143;3247;8812550;78.0;11/08/2020
2686;1046150;3702;4381763;57.0;07/09/2020
2684;1046157;2752;1851620;82.0;28/10/2020
2990;1046159;1175;4221469;13.0;08/08/2020
2525;1046166;2813;3813274;79.0;23/08/2020
2146;1046170;3143;6626422;1.0;05/07/2020
2835;1046175;4449;3509170;37.0;08/10/2020
2553;1046185;3108;6743046;93.0;08/09/2020
2356;1046189;1126;2363371;21.0;26/12/2020
2506;1046199;3605;6703762;71.0;12/10/2020
2894;1046206;1436;5737762;74.0;07/08/2020
2541;1046213;2810;4234354;74.0;15/02/2020
2821;1046214;4554;6990156;45.0;21/03/2020
2896;1046217;3903;3689764;22.0;24/10/2020
2986;1046223;3459;9328954;26.0;09/11/2020
2668;1046228;1188;2872231;34.0;01/03/2020
2395;1046235;2466;7107570;51.0;25/02/2020
2169;1046236;4063;6833379;64.0;10/12/2020
2497;1046239;1055;1654208;4.0;06/02/2020
2880;1046240;2075;3457154;14.0;14/05/2020
2453;1046246;2631;5178538;27.0;23/05/2020
2361;1046250;1199;6294167;85.0;16/10/2020
2606;1046259;3989;8549727;38.0;07/10/2020
2247;1046263;1174;2086917;49.0;08/05/2020
2954;1046273;3509;3314940;21.0;16/12/2020
2542;1046282;2286;3642840;47.0;24/05/2020
2911;1046290;4685;3395473;37.0;25/09/2020
2456;1046293;3643;7382583;82.0;24/11/2020
2255;1046297;4756;2703936;66.0;07/05/2020
2802;1046301;1096;4941992;25.0;25/11/2020
2383;1046306;4877;8528136;1.0;25/10/2020
2484;1046308;1821;2309772;84.0;02/10/2020
2474;1046317;4235;5003064;96.0;24/02/2020
2309;1046327;4097;6381155;86.0;17/03/2020
2861;1046337;4811;3287767;49.0;03/07/2020
2468;1046342;4056;7122450;50.0;19/03/2020
2713;1046349;3774;8132648;78.0;23/04/2020
2275;1046358;3941;5599114;46.0;10/12/2020
2030;1046359;1732;7203613;88.0;17/05/2020
2296;1046363;3075;7451610;95.0;08/10/2020
2499;1046370;1975;5065456;83.0;06/04/2020
2594;1046373;4332;6966447;54.0;17/08/2020
2882;1046383;1707;2138565;19.0;07/12/2020
2931;1046390;4965;6882610;64.0;30/09/2020
2572;1046394;4960;7692878;68.0;05/12/2020
2143;1046395;3734;6968700;60.0;28/04/2020
2168;1046397;1427;2246164;84.0;14/09/2020
2731;1046400;3300;2750403;88.0;01/11/2020
2372;1046401;2276;7062597;85.0;31/01/2020
2348;1046406;3502;1367781;99.0;25/01/2020
2560;1046409;4743;1875984;80.0;09/04/2020
2788;1046416;4811;7437873;18.0;19/10/2020
2805;1046417;4365;7313579;77.0;18/06/2020
2293;1046424;3995;3623934;54.0;23/02/2020
2688;1046432;2731;7981049;11.0;27/08/2020
2728;1046437;1440;3528207;4.0;31/03/2020
2012;1046440;4244;8686290;33.0;13/05/2020
2167;1046443;3140;5393437;38.0;18/04/2020
2713;1046449;2338;8798291;86.0;08/03/2020
2959;1046456;4430;3909573;2.0;28/10/2020
2595;1046462;2841;1918220;42.0;14/12/2020
2961;1046470;4034;6145354;75.0;11/03/2020
2359;1046471;2621;3938248;32.0;23/04/2020
2445;1046476;4891;6829737;98.0;28/02/2020
2788;1046481;4935;6479246;14.0;03/07/2020
2197;1046484;2623;8436564;19.0;23/07/2020
2921;1046489;3855;3125662;23.0;17/07/2020
2848;1046499;4705;3159286;38.0;08/08/2020
2548;1046508;3880;4742112;27.0;20/08/2020
2142;1046515;3628;4936107;16.0;21/06/2020
2673;1046525;4606;4670489;80.0;12/07/2020
2370;1046527;4639;7614957;5.0;04/10/2020
2738;1046534;1808;2221373;62.0;10/10/2020
2412;1046538;2004;6053580;15.0;16/06/2020
2075;1046544;2649;1845497;54.0;04/10/2020
2000;1046554;3519;9000033;18.0;27/06/2020
2296;1046560;2760;7295101;96.0;27/01/2020
2760;1046570;4634;5554410;77.0;02/07/2020
2668;1046574;1054;5722391;74.0;19/08/2020
2838;1046580;2961;3843308;64.0;19/11/2020
2643;1046584;2377;5357591;23.0;11/05/2020
2291;1046588;1849;3483437;56.0;06/10/2020
2708;1046592;2958;3767825;65.0;15/06/2020
2484;1046595;2082;6107860;46.0;06/08/2020
2206;1046605;4316;1945901;82.0;13/01/2020
2691;1046606;4232;8956205;94.0;09/10/2020
2441;1046612;2342;2562161;21.0;20/10/2020
2812;1046616;2314;7860592;4.0;18/10/2020
2232;1046617;3226;1398827;94.0;27/11/2020
2833;1046624;1330;9051916;31.0;15/10/2020
2921;1046629;1522;7516935;44.0;17/09/2020
2994;1046633;4502;8362784;62.0;01/03/2020
2475;1046637;4927;7440573;88.0;13/03/2020
2931;1046639;4997;1955833;76.0;28/01/2020
2612;1046649;4656;7217869;100.0;21/06/2020
2013;1046651;2679;8896511;20.0;01/04/2020
2697;1046660;4063;8956883;38.0;06/08/2020
2343;1046664;2307;1598252;10.0;30/05/2020
2532;1046665;4118;2933718;47.0;03/07/2020
2206;1046673;1864;4896078;99.0;21/10/2020
2189;1046682;3231;7817955;9.0;22/05/2020
2578;1046688;2021;6261512;29.0;05/05/2020
2806;1046694;1672;4587965;24.0;21/06/2020
2373;1046700;4987;3233601;93.0;06/02/2020
2596;1046705;3309;1977445;19.0;08/11/2020
2149;1046714;3150;2287634;2.0;21/10/2020
2341;1046719;4219;1914566;10.0;11/01/2020
2893;1046721;2352;6872684;18.0;11/05/2020
2991;1046726;4451;2665161;74.0;11/05/2020
2760;1046731;3933;5398516;76.0;02/12/2020
2515;1046734;1719;8169663;63.0;27/07/2020
2430;1046737;3245;4516015;68.0;23/09/2020
2741;1046742;1155;6523719;46.0;03/01/2020
2149;1046751;2013;5931871;87.0;13/12/2020
2680;1046759;3454;3150208;24.0;26/10/2020
2936;1046765;3495;8560732;79.0;21/04/2020
2409;1046766;1488;2825476;14.0;06/06/2020
2993;1046769;2578;8376746;77.0;02/10/2020
2204;1046775;4135;5583716;60.0;08/04/2020
2099;1046780;1387;2852249;19.0;07/10/2020
2181;1046784;2672;4119411;30.0;25/03/2020
2334;1046788;3657;9307703;72.0;15/08/2020
2564;1046795;1007;5346882;82.0;23/05/2020
2815;1046803;4723;7801719;64.0;22/03/2020
2175;1046808;1435;6554365;62.0;19/12/2020
2046;1046815;2774;4873751;43.0;18/09/2020
2855;1046821;4662;3257542;90.0;31/03/2020
2836;1046822;4651;4575723;84.0;13/09/2020
2657;1046823;2392;7317913;53.0;01/09/2020
2866;1046830;1356;6030900;3.0;07/10/2020
2170;1046838;2889;8933588;79.0;26/01/2020
2399;1046839;2380;7876586;17.0;24/09/2020
2194;1046848;2573;8816089;98.0;12/10/2020
2744;1046853;4051;3849380;74.0;27/04/2020
2144;1046863;2424;1530074;23.0;19/10/2020
2987;1046866;2092;2212338;6.0;30/04/2020
2233;1046870;3964;8004468;40.0;27/03/2020
2419;1046875;3020;3303713;96.0;23/03/2020
2204;1046879;3552;7376704;52.0;04/11/2020
2776;1046888;1278;9308148;79.0;28/04/2020
2970;1046898;2397;4382191;15.0;22/06/2020
2376;1046905;2813;7265790;45.0;07/10/2020
2674;1046911;3606;3837488;47.0;29/03/2020
2052;1046915;1454;8858023;18.0;02/09/2020
2611;1046923;4064;8874030;36.0;24/01/2020
2474;1046931;3070;3144564;69.0;12/07/2020
2445;1046939;4271;3598554;50.0;12/02/2020
2873;1046943;1741;2053711;28.0;05/12/2020
2734;1046951;4252;1949877;74.0;12/06/2020
2907;1046961;2334;6091010;69.0;01/07/2020
2454;1046964;1152;9063836;76.0;25/09/2020
2901;1046965;3187;7046829;85.0;03/07/2020
2607;1046968;3104;2014218;14.0;10/03/2020
2095;1046971;4057;3523479;32.0;16/03/2020
2265;1046980;2233;2829733;82.0;10/10/2020
2525;1046983;3491;1895956;11.0;14/05/2020
2132;1046990;3019;1708795;21.0;25/11/2020
2342;1046996;1583;3380711;68.0;27/10/2020
2467;1047006;3826;2281527;38.0;14/05/2020
2365;1047008;1179;7588647;52.0;13/08/2020
2619;1047009;1842;8678152;49.0;25/03/2020
2281;1047015;2125;3934515;48.0;25/03/2020
2327;1047025;2282;8836431;64.0;28/03/2020
2481;1047035;2522;7161789;38.0;08/08/2020
2073;1047045;1189;8073265;25.0;13/08/2020
2182;1047051;3137;4068717;71.0;20/01/2020
2053;1047060;2291;4104517;18.0;10/09/2020
2507;1047069;3210;9079651;17.0;19/07/2020
2186;1047071;2765;2182913;100.0;07/12/2020
2917;1047080;1279;6201266;90.0;07/05/2020
2622;1047090;2977;4887685;76.0;02/02/2020
2876;1047094;4930;9103013;2.0;09/12/2020
2256;1047100;3796;3944184;91.0;21/01/2020
2581;1047108;4347;5144544;45.0;18/11/2020
2054;1047118;1509;4276434;83.0;30/05/2020
2707;1047119;3352;1384939;96.0;26/10/2020
2449;1047121;1264;1569616;87.0;14/01/2020
2597;1047128;1226;5638204;32.0;02/09/2020
2079;1047129;2869;6798813;24.0;24/08/2020
2803;1047134;3017;8190851;91.0;24/12/2020
2447;1047142;2079;7799151;48.0;20/10/2020
2692;1047143;1993;6677870;15.0;12/12/2020
2729;1047149;3376;6009965;67.0;31/10/2020
2742;1047156;4949;3523926;84.0;02/07/2020
2701;1047159;3421;5063461;68.0;01/01/2020
2881;1047166;3389;7765298;12.0;06/02/2020
2982;1047174;3888;7830922;1.0;04/04/2020
2674;1047177;4522;3040846;76.0;25/08/2020
2921;1047186;3066;3498928;100.0;21/08/2020
2165;1047195;4904;2524311;53.0;14/10/2020
2075;1047200;3749;6506498;95.0;08/10/2020
2538;1047208;1270;8809997;48.0;14/01/2020
2241;1047218;2030;7224002;95.0;18/07/2020
2661;1047227;2302;2016163;27.0;23/04/2020
2871;1047236;1461;2891254;92.0;10/05/2020
2357;1047237;3630;4966030;46.0;12/01/2020
2523;1047244;2185;3950061;9.0;10/05/2020
2226;1047253;3665;5097601;26.0;23/09/2020
2764;1047259;1021;8408068;91.0;31/08/2020
2992;1047269;2366;7955088;12.0;27/04/2020
2697;1047277;1383;6253340;92.0;26/05/2020
2364;1047283;3942;3055746;33.0;14/03/2020
2051;1047288;3970;5250391;57.0;16/10/2020
2631;1047297;3137;8615164;65.0;23/03/2020
2975;1047302;1229;6957546;87.0;18/06/2020
2654;1047311;1358;1444067;38.0;31/01/2020
2120;1047314;2320;4125181;14.0;28/03/2020
2882;1047322;3801;2963492;76.0;22/07/2020
2466;1047324;3202;2890511;71.0;18/09/2020
2113;1047334;3809;7984943;71.0;06/10/2020
2705;1047337;2118;6051415;34.0;20/10/2020
2441;1047342;4106;6606040;28.0;28/12/2020
2045;1047349;2938;3911822;48.0;10/03/2020
2890;1047358;4792;1601114;53.0;19/06/2020
2478;1047360;1181;4652009;100.0;11/03/2020
2391;1047367;4339;6497831;71.0;02/08/2020
2250;1047375;3471;3966218;1.0;11/07/2020
2898;1047376;3463;6989966;97.0;23/05/2020
2407;1047384;2910;5939893;20.0;15/09/2020
2088;1047389;3292;6089439;88.0;25/08/2020
2456;1047395;3709;5155111;91.0;02/07/2020
2985;1047399;4353;7538042;42.0;15/05/2020
2969;1047400;1763;5862196;23.0;27/08/2020
2678;1047401;3075;1972005;79.0;24/01/2020
2507;1047407;2762;9046868;96.0;08/11/2020
2470;1047414;3407;2517864;76.0;06/07/2020
2362;1047418;2873;5049375;9.0;02/02/2020
2319;1047423;2332;2868624;66.0;14/12/2020
2038;1047429;3445;4223621;56.0;04/09/2020
2207;1047438;2953;8900956;47.0;27/05/2020
2493;1047441;3526;2467580;84.0;10/03/2020
2921;1047442;3185;8644077;8.0;10/10/2020
2156;1047450;4093;9252171;59.0;19/11/2020
2364;1047458;1085;5424894;81.0;29/11/2020
2809;1047459;3239;5509284;23.0;04/02/2020
2606;1047464;4055;7642211;59.0;15/05/2020
2980;1047470;2910;4423945;91.0;15/01/2020
2241;1047478;2872;3583225;30.0;14/04/2020
2054;1047482;2946;7716695;82.0;08/05/2020
2131;1047487;1984;6375199;92.0;02/01/2020
2493;1047490;4724;8456654;64.0;14/06/2020
2728;1047497;1579;2060474;76.0;09/07/2020
2808;1047504;2638;4560539;13.0;10/04/2020
2390;1047508;2274;1697387;13.0;14/12/2020
2416;1047511;1764;2548964;55.0;20/11/2020
2434;1047521;1372;2524493;55.0;28/08/2020
2914;1047527;4236;3052880;41.0;26/05/2020
2764;1047533;1284;3479951;40.0;22/07/2020
2842;1047535;3770;8035751;48.0;09/10/2020
2714;1047541;3701;5883347;27.0;13/11/2020
2702;1047548;3827;2499972;20.0;23/11/2020
2606;1047553;1630;3834362;75.0;30/06/2020
2266;1047555;1619;5072530;28.0;16/02/2020
2775;1047560;4748;4332495;71.0;11/03/2020
2800;1047567;3929;2306158;10.0;14/12/2020
2510;1047571;2455;1667884;96.0;07/01/2020
2113;1047575;4479;6454097;56.0;11/06/2020
2464;1047584;4013;6398616;41.0;09/11/2020
2658;1047588;4921;1834047;100.0;27/04/2020
2901;1047593;1336;8785878;48.0;12/02/2020
2520;1047596;3429;8086511;42.0;09/05/2020
2298;1047600;1045;3965669;57.0;17/09/2020
2063;1047605;4432;4178479;82.0;02/11/2020
2077;1047609;2284;8444493;67.0;29/10/2020
2185;1047610;1275;3902668;56.0;17/11/2020
2534;1047612;1373;3292507;94.0;02/08/2020
2388;1047620;3915;8626884;22.0;10/03/2020
2819;1047629;4293;2660528;13.0;15/11/2020
2306;1047631;1811;5917025;95.0;08/12/2020
2774;1047640;4322;2333577;85.0;29/04/2020
2213;1047646;2586;8951717;41.0;04/11/2020
2319;1047650;2256;7668208;25.0;03/12/2020
2351;1047654;1456;5603836;70.0;23/02/2020
2353;1047663;1074;2116675;64.0;07/06/2020
2857;1047672;4384;5928568;74.0;06/02/2020
2619;1047682;3440;5233025;15.0;24/06/2020
2548;1047688;3202;1425287;97.0;26/11/2020
2877;1047694;4684;8471477;31.0;01/10/2020
2727;1047698;4614;4994549;39.0;29/11/2020
2971;1047700;3156;1379019;63.0;06/01/2020
2235;1047707;2451;8962300;28.0;15/10/2020
2250;1047713;3523;7340262;4.0;02/04/2020
2011;1047719;1460;5691364;29.0;14/04/2020
2903;1047729;4843;7772654;53.0;21/02/2020
2434;1047732;1739;6406869;56.0;05/06/2020
2836;1047737;1439;5883297;45.0;07/05/2020
2180;1047738;1092;6552059;32.0;10/09/2020
2251;1047748;4001;6040813;52.0;15/04/2020
2452;1047758;4628;6058069;98.0;12/04/2020
2394;1047766;2496;1505892;30.0;13/11/2020
2267;1047771;2835;7479654;47.0;14/05/2020
2159;1047778;3176;8318283;92.0;02/10/2020
2466;1047781;3829;1724776;30.0;07/06/2020
2926;1047785;4968;6151892;12.0;21/02/2020
2475;1047795;1334;3462692;34.0;06/01/2020
2445;1047805;3551;3165197;61.0;22/01/2020
2962;1047812;4305;5420581;69.0;20/01/2020
2359;1047814;1493;3010650;73.0;13/04/2020
2489;1047817;4687;3615687;95.0;25/04/2020
2253;1047820;1306;2035689;7.0;15/12/2020
2165;1047824;4098;6889060;23.0;08/09/2020
2015;1047830;2238;5771385;61.0;18/11/2020
2619;1047840;1086;6981887;79.0;18/05/2020
2209;1047841;2802;1444724;33.0;21/06/2020
2914;1047847;1779;5311727;65.0;24/06/2020
2832;1047848;1496;6274109;38.0;20/06/2020
2031;1047849;1112;2173103;47.0;22/12/2020
2177;1047855;1853;9205961;96.0;30/07/2020
2229;1047860;1118;6265533;66.0;17/05/2020
2504;1047868;4134;6581740;34.0;04/12/2020
2284;1047878;2147;9175460;47.0;07/10/2020
2007;1047880;4990;5228589;7.0;22/03/2020
2499;1047887;1384;9228399;72.0;12/02/2020
2810;1047897;1916;8696688;10.0;23/12/2020
2247;1047903;2862;7947728;14.0;22/10/2020
2044;1047913;2788;2383744;36.0;13/01/2020
2981;1047922;3988;6163801;56.0;02/08/2020
2117;1047926;4671;4451701;5.0;18/08/2020
